"5.8.177.0","5.8.177.255","RU","GARS Telecom"
"5.8.178.0","5.8.178.255","RU","Korado CJSC"
"5.8.179.0","5.8.179.255","RU","OOO Alkor and Co"
"5.8.180.0","5.8.181.255","RU","Closed Joint Stock Company CROC incorporated"
"5.8.182.0","5.8.182.255","RU","OOO Izdatelstvo EKSMO"
"5.8.183.0","5.8.183.255","RU","Gau Mo ais Moscow Region"
"5.8.192.0","5.8.199.255","RU","Joint Stock Company TransTeleCom"
"5.8.200.0","5.8.215.255","RU","TransTeleCom"
"5.8.222.0","5.8.223.255","RU","Joint Stock Company TransTeleCom"
"5.8.224.0","5.8.239.255","RU","MTS PJSC"
"5.11.60.0","5.11.63.255","RU","Alcom Ltd."
"5.11.64.0","5.11.79.255","RU","TIS Dialog LLC"
"5.16.0.0","5.16.19.255","RU","ER-Telecom"
"5.16.20.0","5.16.103.255","RU","Dom.ru"
"5.16.104.0","5.16.111.255","RU","ER-Telecom"
"5.16.112.0","5.16.127.255","RU","Dom.ru"
"5.16.128.0","5.19.255.255","RU","ER-Telecom"
"5.22.153.0","5.22.153.255","RU","Association NPHK Sibir"
"5.22.155.0","5.22.155.255","RU","Kitezh-Telecom Ltd."
"5.23.48.0","5.23.55.255","RU","TimeWeb Ltd."
"5.23.96.0","5.23.103.255","RU","MAXnet Systems Ltd."
"5.23.104.0","5.23.111.255","RU","Vidikon-K, CJSC"
"5.28.16.0","5.28.31.255","RU","Cjsc Aist"
"5.32.144.0","5.32.151.255","RU","Production co-operative Economic-legal laboratory"
"5.35.0.0","5.35.127.255","RU","OOO Trivon Networks"
"5.35.128.0","5.35.159.255","RU","Limited Liability Company Irtelcom"
"5.35.172.0","5.35.175.255","RU","Mediabridge United Ltd."
"5.39.160.0","5.39.167.255","RU","ER-Telecom"
"5.42.0.0","5.42.127.255","RU","CJSC Kolomna-Sviaz TV"
"5.43.128.0","5.43.159.255","RU","Joint stock company For"
"5.43.240.0","5.43.247.255","RU","Joint Stock Company TransTeleCom"
"5.44.0.0","5.44.15.255","RU","Closed Joint Stock Company Radiotelephone"
"5.44.40.0","5.44.40.255","RU","SP Mikhael Petrovich Boykov"
"5.44.41.0","5.44.41.255","RU","QuadraNet"
"5.44.42.0","5.44.42.255","RU","Perviy TSOD LLC"
"5.44.43.0","5.44.43.255","RU","PE Viktor Tyurin"
"5.44.48.0","5.44.63.255","RU","ER-Telecom"
"5.44.168.0","5.44.175.255","RU","Sibirskie Seti Ltd."
"5.45.80.0","5.45.83.255","RU","RECONN LLC"
"5.45.192.0","5.45.255.255","RU","YANDEX LLC"
"5.53.16.0","5.53.31.255","RU","Metroset"
"5.53.120.0","5.53.127.255","RU","OOO Network of data-centers Selectel"
"5.56.136.0","5.56.143.255","RU","LLC Real-net"
"5.57.216.0","5.57.223.255","RU","LLC Real-net"
"5.57.232.0","5.57.239.255","RU","Ao Transtelecom"
"5.59.0.0","5.59.7.255","RU","FlyTech Ltd."
"5.59.12.0","5.59.15.255","RU","Orgtechservice Ltd"
"5.59.24.0","5.59.31.255","RU","OOO 05COM"
"5.59.32.0","5.59.33.255","RU","SkyNetwork Ltd."
"5.59.35.0","5.59.35.255","RU","LLC GCStart"
"5.59.44.0","5.59.47.255","RU","Enigma Telecom LLC"
"5.59.48.0","5.59.51.255","RU","IP Shamilov Timur Gazimagomedovich"
"5.59.52.0","5.59.53.255","RU","SkyNetwork Ltd."
"5.59.55.0","5.59.55.255","RU","AlexNet"
"5.59.98.0","5.59.99.255","RU","Skynet Ltd"
"5.59.100.0","5.59.103.255","RU","Regionalnye Telesystemy Ltd."
"5.59.120.0","5.59.127.255","RU","Megacom-it LLC"
"5.59.128.0","5.59.159.255","RU","Timer Ltd."
"5.59.176.0","5.59.179.255","RU","Garant-ATI LTd."
"5.59.184.0","5.59.187.255","RU","KINGISEPP-ONLINE Ltd."
"5.59.192.0","5.59.255.255","RU","Metroset"
"5.61.8.0","5.61.15.255","RU","Avantel, Close Joint Stock Company"
"5.61.16.0","5.61.23.255","RU","Mail.Ru LLC"
"5.61.232.0","5.61.239.255","RU","Mail.Ru LLC"
"5.62.18.0","5.62.18.255","RU","G-Core Labs S.A."
"5.62.19.0","5.62.19.255","RU","OOO Network of data-centers Selectel"
"5.62.152.0","5.62.159.255","RU","Al-Jazeera Al-Arabiya Company for Communication an"
"5.63.128.0","5.63.131.255","RU","Innova Co S.A.R.L."
"5.63.152.0","5.63.159.255","RU","Domain names registrar REG.RU, Ltd"
"5.77.0.0","5.77.31.255","RU","ER-Telecom"
"5.79.128.0","5.79.255.255","RU","Intersvyaz"
"5.100.64.0","5.100.127.255","RU","Vladlink"
"5.100.244.0","5.100.244.255","RU","AT Telecom llc"
"5.100.245.0","5.100.245.255","RU","Repropark Ltd"
"5.101.0.0","5.101.7.255","RU","Petersburg Internet Network Hosting"
"5.101.8.0","5.101.15.255","RU","UmnyeSeti"
"5.101.16.0","5.101.23.255","RU","Tattelecom"
"5.101.24.0","5.101.31.255","RU","LTD AtelRybinsk"
"5.101.32.0","5.101.39.255","RU","VIARTCOM"
"5.101.48.0","5.101.51.255","RU","OOO Network of data-centers Selectel"
"5.101.60.0","5.101.63.255","RU","OOO WestCall Ltd."
"5.101.64.0","5.101.71.255","RU","Petersburg Internet Network Hosting"
"5.101.72.0","5.101.79.255","RU","Enterprise Cloud Ltd."
"5.101.80.0","5.101.87.255","RU","Petersburg Internet Network Hosting"
"5.101.88.0","5.101.88.255","RU","NTX Technologies s.r.o."
"5.101.89.0","5.101.89.255","RU","Petersburg Internet Network ltd."
"5.101.90.0","5.101.91.255","RU","Petersburg Internet Network Hosting"
"5.101.128.0","5.101.135.255","RU","UmnyeSeti"
"5.101.152.0","5.101.159.255","RU","Beget LLC"
"5.101.192.0","5.101.199.255","RU","UmnyeSeti"
"5.101.200.0","5.101.207.255","RU","OOO WestCall Ltd."
"5.101.218.0","5.101.218.255","RU","G-Core Labs S.A."
"5.101.224.0","5.101.255.255","RU","LLC Real-net"
"5.102.152.0","5.102.159.255","RU","INSYS LLC"
"5.104.200.0","5.104.207.255","RU","ER-Telecom"
"5.128.0.0","5.129.159.255","RU","Novotelecom Ltd"
"5.129.176.0","5.129.179.255","RU","EDINOS ltd."
"5.129.180.0","5.129.180.255","RU","Sibdata Company"
"5.129.181.0","5.129.181.255","RU","Novotelecom Ltd"
"5.129.182.0","5.129.183.255","RU","EDINOS ltd."
"5.129.184.0","5.129.186.255","RU","Novotelecom Ltd"
"5.129.187.0","5.129.187.255","RU","Polishchuk Yaroslav Alexandrovich"
"5.129.188.0","5.129.191.255","RU","EDINOS ltd."
"5.129.192.0","5.129.255.255","RU","Metroset"
"5.130.0.0","5.131.255.255","RU","Novotelecom Ltd"
"5.133.76.0","5.133.79.255","RU","OOO Post ltd"
"5.133.108.0","5.133.109.255","RU","LLC Baxet"
"5.133.111.0","5.133.111.255","RU","VDS-Telecom LLC."
"5.134.216.0","5.134.223.255","RU","Wiland Ltd"
"5.135.191.0","5.135.191.121","RU","OVH SAS"
"5.135.191.123","5.135.191.192","RU","OVH SAS"
"5.135.191.194","5.135.191.255","RU","OVH SAS"
"5.136.0.0","5.136.3.255","RU","Rostelecom"
"5.136.4.0","5.136.4.255","RU","Meric Internet Teknolojileri A.S."
"5.136.5.0","5.143.255.255","RU","Rostelecom"
"5.144.64.0","5.144.79.255","RU","JSC Comstar-Regions"
"5.144.96.0","5.144.127.255","RU","MTS PJSC"
"5.145.160.0","5.145.167.255","RU","Smoltelecom Ltd"
"5.145.192.0","5.145.255.255","RU","Smoltelecom Ltd"
"5.149.144.0","5.149.146.255","RU","TransTeleCom"
"5.149.147.0","5.149.148.255","RU","Joint Stock Company TransTeleCom"
"5.149.149.0","5.149.150.255","RU","TransTeleCom"
"5.149.152.0","5.149.154.255","RU","TinsoNet"
"5.149.155.0","5.149.157.255","RU","V Online LLC."
"5.149.158.0","5.149.158.255","RU","Connecto"
"5.149.159.0","5.149.159.255","RU","You Online LLC"
"5.149.200.0","5.149.207.255","RU","Svyaz-Energo Ltd."
"5.149.208.0","5.149.223.255","RU","Lancom Ltd."
"5.157.32.0","5.157.32.173","RU","Inter Connects Inc"
"5.157.32.175","5.157.33.255","RU","Inter Connects Inc"
"5.157.35.0","5.157.35.255","RU","Inter Connects Inc"
"5.158.96.0","5.158.127.255","RU","Pride Limited company"
"5.158.232.0","5.158.239.255","RU","Rostelecom"
"5.159.96.0","5.159.111.255","RU","Krasnoyarsk network Ltd."
"5.159.112.0","5.159.119.255","RU","Yarnet Ltd"
"5.164.0.0","5.164.63.255","RU","ER-Telecom"
"5.164.64.0","5.164.127.255","RU","Dom.ru"
"5.164.128.0","5.166.127.255","RU","ER-Telecom"
"5.166.128.0","5.166.159.255","RU","Dom.ru"
"5.166.160.0","5.167.175.255","RU","ER-Telecom"
"5.167.176.0","5.167.223.255","RU","Dom.ru"
"5.167.224.0","5.167.255.255","RU","ER-Telecom"
"5.172.0.0","5.172.31.255","RU","INSYS LLC"
"5.175.88.0","5.175.95.255","RU","OJSC Kostroma Municipal Telephone Network"
"5.175.96.0","5.175.127.255","RU","TVINGO Telecom Ltd."
"5.175.143.0","5.175.144.255","RU","GHOSTnet GmbH"
"5.178.24.0","5.178.31.255","RU","Joint Stock Company TransTeleCom"
"5.178.80.0","5.178.87.255","RU","OOO Network of data-centers Selectel"
"5.180.16.0","5.180.19.255","RU","Marktel LLC"
"5.180.92.0","5.180.95.255","RU","China Mobile International (Russia), LLC"
"5.180.103.0","5.180.103.255","RU","Orange"
"5.180.136.0","5.180.139.255","RU","Ihor Hosting LLC"
"5.180.172.0","5.180.175.255","RU","LLC Server v arendy"
"5.180.240.0","5.180.243.255","RU","Timer, LLC"
"5.181.20.0","5.181.23.255","RU","xTom GmbH"
"5.181.60.0","5.181.63.255","RU","Mail.Ru LLC"
"5.181.108.0","5.181.111.255","RU","Beget LLC"
"5.181.168.0","5.181.170.255","RU","Global Layer B.V."
"5.181.171.0","5.181.171.255","RU","Sharktech"
"5.181.208.0","5.181.211.255","RU","RamSvyazInvest LLC"
"5.181.252.0","5.181.255.255","RU","Internet-Pro LLC"
"5.182.4.0","5.182.7.255","RU","Perviy TSOD LLC"
"5.182.24.0","5.182.25.255","RU","Rto-don LLC"
"5.182.27.0","5.182.27.255","RU","Flynet Ltd"
"5.182.36.0","5.182.39.255","RU","Perviy TSOD LLC"
"5.182.52.0","5.182.55.255","RU","Svyaz-Holding Ltd."
"5.182.84.0","5.182.87.255","RU","Maksimov Dmitriy Vladimirovich"
"5.182.92.0","5.182.95.255","RU","Expert Pro LLC"
"5.182.116.0","5.182.117.255","RU","RECONN LLC"
"5.183.28.0","5.183.31.255","RU","SPb GUP ATS Smolnogo"
"5.183.128.0","5.183.128.255","RU","RECONN LLC"
"5.183.129.0","5.183.129.255","RU","Petersburg Internet Network Hosting"
"5.183.130.0","5.183.130.255","RU","Biterika Group LLC"
"5.183.131.0","5.183.131.255","RU","LLC Baxet"
"5.183.144.0","5.183.147.255","RU","Telnet LLC"
"5.183.152.0","5.183.155.255","RU","TimeWeb Ltd."
"5.183.156.0","5.183.156.255","RU","Medsoft LLC"
"5.183.180.0","5.183.183.255","RU","Sky Telecom"
"5.183.232.0","5.183.235.255","RU","Elitel Telecom Group Ltd"
"5.183.252.0","5.183.252.255","RU","ColoCrossing"
"5.183.253.0","5.183.253.255","RU","TrafficTransitSolution LLC"
"5.183.254.0","5.183.254.255","RU","Sharktech"
"5.183.255.0","5.183.255.255","RU","TrafficTransitSolution LLC"
"5.187.40.0","5.187.47.255","RU","CJSC Digital network Logos"
"5.187.64.0","5.187.65.255","RU","KVANT-TELEKOM Closed Joint Stock Company"
"5.187.68.0","5.187.78.255","RU","Svyaz-Telecom Ltd."
"5.187.79.0","5.187.81.255","RU","KVANT-TELEKOM Closed Joint Stock Company"
"5.187.82.0","5.187.82.255","RU","Svyaz-Telecom Ltd."
"5.187.83.0","5.187.84.255","RU","KVANT-TELEKOM Closed Joint Stock Company"
"5.188.2.0","5.188.3.255","RU","G-Core Labs S.A."
"5.188.8.0","5.188.9.255","RU","Petersburg Internet Network Hosting"
"5.188.28.0","5.188.31.255","RU","OOO VPS"
"5.188.35.0","5.188.35.255","RU","G-Core Labs S.A."
"5.188.37.0","5.188.39.255","RU","G-Core Labs S.A."
"5.188.40.0","5.188.43.255","RU","OOO Network of data-centers Selectel"
"5.188.44.0","5.188.51.255","RU","Petersburg Internet Network Hosting"
"5.188.52.0","5.188.55.255","RU","MSTN CJSC"
"5.188.56.0","5.188.59.255","RU","OOO Network of data-centers Selectel"
"5.188.60.0","5.188.60.255","RU","MoreneHost"
"5.188.62.0","5.188.62.255","RU","Petersburg Internet Network Hosting"
"5.188.63.0","5.188.63.255","RU","LTD Magistral_Telecom"
"5.188.68.0","5.188.69.255","RU","PINVDS OU"
"5.188.84.0","5.188.84.255","RU","Petersburg Internet Network Hosting"
"5.188.85.0","5.188.85.255","RU","St.-Petersburg City Oncology Clinic"
"5.188.88.0","5.188.91.255","RU","PINVDS OU"
"5.188.96.0","5.188.103.255","RU","Grand Ltd"
"5.188.104.0","5.188.107.255","RU","Stack Data Network LLC"
"5.188.112.0","5.188.119.255","RU","OOO Network of data-centers Selectel"
"5.188.121.0","5.188.121.255","RU","G-Core Labs S.A."
"5.188.128.0","5.188.131.255","RU","OOO Network of data-centers Selectel"
"5.188.137.0","5.188.139.255","RU","OOO Network of data-centers Selectel"
"5.188.140.0","5.188.140.255","RU","Toro Nero Network"
"5.188.156.0","5.188.163.255","RU","OOO Network of data-centers Selectel"
"5.188.164.0","5.188.164.255","RU","Deyma Ltd."
"5.188.165.0","5.188.166.255","RU","Petersburg Internet Network Hosting"
"5.188.167.0","5.188.167.255","RU","LTD Magistral_Telecom"
"5.188.170.0","5.188.171.255","RU","G-Core Labs S.A."
"5.188.184.0","5.188.187.255","RU","OOO Network of data-centers Selectel"
"5.188.188.0","5.188.191.255","RU","PINVDS OU"
"5.188.192.0","5.188.193.255","RU","Petersburg Internet Network ltd."
"5.188.196.0","5.188.199.255","RU","OOO Network of data-centers Selectel"
"5.188.204.0","5.188.204.255","RU","Petersburg Internet Network Hosting"
"5.188.208.0","5.188.211.255","RU","Petersburg Internet Network Hosting"
"5.188.212.0","5.188.212.255","RU","SinaroHost"
"5.188.216.0","5.188.216.255","RU","IT-KM LLC"
"5.188.217.0","5.188.217.255","RU","QuadraNet"
"5.188.218.0","5.188.218.255","RU","HiNet Region40 ISP"
"5.188.219.0","5.188.219.255","RU","IT-KM LLC"
"5.188.220.0","5.188.221.255","RU","Shock Hosting LLC"
"5.188.222.0","5.188.222.255","RU","PETER-STAR ltd."
"5.188.223.0","5.188.223.255","RU","Shock Hosting LLC"
"5.188.224.0","5.188.224.255","RU","G-Core Labs S.A."
"5.188.229.0","5.188.229.255","RU","G-Core Labs S.A."
"5.188.233.0","5.188.233.255","RU","Liteserver Holding B.V."
"5.188.235.0","5.188.235.255","RU","Petersburg Internet Network Hosting"
"5.188.236.0","5.188.237.255","RU","Aiconet LLC"
"5.189.0.0","5.189.127.255","RU","LLC KomTehCentr"
"5.189.192.0","5.189.199.255","RU","KrasPromStroy, LLC"
"5.189.201.0","5.189.201.255","RU","G-Core Labs S.A."
"5.189.205.0","5.189.205.255","RU","G-Core Labs S.A."
"5.189.215.0","5.189.215.255","RU","MTS PJSC"
"5.189.216.0","5.189.216.255","RU","LLHost Inc"
"5.189.223.0","5.189.223.255","RU","G-Core Labs S.A."
"5.189.224.0","5.189.239.255","RU","OOO Network of data-centers Selectel"
"5.189.240.0","5.189.247.255","RU","KrasPromStroy, LLC"
"5.189.248.0","5.189.251.255","RU","Leaseweb Uk Limited"
"5.189.254.0","5.189.254.255","RU","LLHost Inc"
"5.197.130.0","5.197.130.255","RU","AG Telecom LTD."
"5.199.192.0","5.199.223.255","RU","Joint stock company For"
"5.200.32.0","5.200.63.255","RU","Enterprise Cloud Ltd."
"5.206.0.0","5.206.127.255","RU","Intersvyaz"
"5.226.152.0","5.226.159.255","RU","Gazprom svyaz LLC"
"5.227.0.0","5.227.191.255","RU","MTS OJSC"
"5.227.192.0","5.227.255.255","RU","MTS PJSC"
"5.228.0.0","5.228.255.255","RU","Rostelecom"
"5.249.192.0","5.249.223.255","RU","Limited liability company Kursktelecom"
"5.250.168.0","5.250.175.255","RU","Net By Net Holding LLC"
"5.250.232.0","5.250.239.255","RU","Azqtel"
"5.252.20.0","5.252.23.255","RU","Perviy TSOD LLC"
"5.252.28.0","5.252.29.255","RU","Krasnoyarsk network Ltd."
"5.252.64.0","5.252.67.255","RU","Non-commercial organization Foundation for Develop"
"5.252.116.0","5.252.116.255","RU","Ihor Hosting LLC"
"5.252.117.0","5.252.117.255","RU","Zenex 5ive Limited"
"5.252.118.0","5.252.118.255","RU","HLL LLC"
"5.252.119.0","5.252.119.255","RU","Expert Telecom"
"5.252.152.0","5.252.152.255","RU","WorldStream B.V."
"5.252.172.0","5.252.175.255","RU","Optik Line LLC"
"5.252.176.0","5.252.176.255","RU","MivoCloud SRL"
"5.252.179.0","5.252.179.255","RU","MivoCloud SRL"
"5.252.188.0","5.252.191.255","RU","Perviy TSOD LLC"
"5.252.192.0","5.252.195.255","RU","Ip Server LLC"
"5.253.60.0","5.253.62.255","RU","Ddos-guard Ltd"
"5.253.100.0","5.253.103.255","RU","OOO Dontel"
"5.253.144.0","5.253.147.255","RU","Igra-Service LLC"
"5.253.164.0","5.253.167.255","RU","AvtoGERMES-Zapad, LLC"
"5.254.176.0","5.254.183.255","RU","TransTeleCom"
"5.254.224.0","5.254.255.255","RU","Joint Stock Company TransTeleCom"
"5.255.192.0","5.255.194.255","RU","YANDEX LLC"
"5.255.195.32","5.255.250.255","RU","YANDEX LLC"
"5.255.252.0","5.255.255.255","RU","YANDEX LLC"
"8.21.110.0","8.21.110.255","RU","Cloudflare Warp"
"8.40.27.0","8.40.27.255","RU","Cloudflare Warp"
"8.41.37.0","8.41.37.255","RU","Cloudflare Warp"
"17.69.176.0","17.69.191.255","RU","Apple"
"17.72.70.0","17.72.71.255","RU","Apple"
"17.72.78.0","17.72.78.255","RU","Apple"
"17.77.24.0","17.77.31.255","RU","Apple"
"17.253.122.0","17.253.123.255","RU","Apple"
"23.34.138.0","23.34.139.255","RU","Akamai Technologies"
"23.35.144.0","23.35.145.255","RU","Akamai Technologies"
"23.46.12.0","23.46.13.255","RU","Akamai Technologies"
"23.52.138.0","23.52.139.255","RU","Akamai Technologies"
"23.53.7.0","23.53.7.255","RU","Akamai Technologies"
"23.56.105.0","23.56.105.255","RU","Akamai Technologies"
"23.65.22.0","23.65.22.255","RU","Akamai Technologies"
"23.90.128.0","23.90.143.255","RU","Zenlayer"
"23.105.224.0","23.105.255.255","RU","Servers-com"
"23.108.208.0","23.108.211.255","RU","Servers-com"
"23.108.215.0","23.108.223.255","RU","Servers-com"
"23.111.32.0","23.111.63.255","RU","Servers-com"
"23.111.96.0","23.111.127.255","RU","Servers-com"
"23.111.192.0","23.111.223.255","RU","Servers-com"
"23.199.88.0","23.199.91.255","RU","Akamai Technologies"
"23.204.136.0","23.204.137.255","RU","Akamai Technologies"
"23.210.194.0","23.210.195.255","RU","Akamai Technologies"
"23.217.54.0","23.217.55.255","RU","Akamai Technologies"
"23.217.130.0","23.217.131.255","RU","Akamai Technologies"
"23.218.234.0","23.218.235.255","RU","Akamai Technologies"
"23.219.84.0","23.219.87.255","RU","Akamai Technologies"
"23.219.128.0","23.219.129.255","RU","Akamai Technologies"
"23.219.136.0","23.219.137.255","RU","Akamai Technologies"
"23.219.142.0","23.219.143.255","RU","Akamai Technologies"
"31.3.16.0","31.3.23.255","RU","Limited Liability Company TeleTower"
"31.6.12.0","31.6.12.36","RU","Powerhouse Management"
"31.6.12.38","31.6.13.255","RU","Powerhouse Management"
"31.6.15.0","31.6.15.255","RU","Powerhouse Management"
"31.6.100.0","31.6.103.255","RU","Kompeatelecom Ltd."
"31.7.224.0","31.7.239.255","RU","OOO MediaSeti"
"31.8.0.0","31.8.255.255","RU","PJSC Bashinformsvyaz"
"31.10.0.0","31.10.2.255","RU","Telecommunication SMART Ltd."
"31.10.4.0","31.10.4.255","RU","Telecommunication SMART Ltd."
"31.10.8.0","31.10.15.255","RU","Cjsc Race Telecom"
"31.10.64.0","31.10.127.255","RU","Jsc aviel"
"31.13.16.0","31.13.23.255","RU","Avantel, Close Joint Stock Company"
"31.13.32.0","31.13.63.255","RU","OJSC Comcor"
"31.13.128.0","31.13.135.255","RU","Autonomous public institution High technology park"
"31.13.144.0","31.13.151.255","RU","Beeline"
"31.13.176.0","31.13.183.255","RU","Closed Joint Stock Company Kuzbassenergosviaz"
"31.15.16.0","31.15.23.255","RU","Unilink Ltd"
"31.15.80.0","31.15.95.255","RU","MTS PJSC"
"31.22.32.0","31.22.39.255","RU","Wiland Ltd"
"31.23.0.0","31.23.255.255","RU","Rostelecom"
"31.24.24.0","31.24.31.255","RU","SkyLine Ltd"
"31.25.24.0","31.25.31.255","RU","Center-Telekom LLC"
"31.25.200.0","31.25.207.255","RU","UG-TELECOM Ltd."
"31.25.224.0","31.25.231.255","RU","Big Mmo Game Network Limited"
"31.25.240.0","31.25.247.255","RU","data-centr ekaterinburg OOO"
"31.28.0.0","31.28.1.127","RU","Filanco LLC"
"31.28.1.192","31.28.31.255","RU","Filanco LLC"
"31.28.32.0","31.28.63.255","RU","Cjsc Aist"
"31.28.96.0","31.28.127.255","RU","INTERRA telecommunications group, Ltd."
"31.28.192.0","31.28.223.255","RU","OJSC Rostelecom, Vladimir branch"
"31.28.224.0","31.28.255.255","RU","Lancom Ltd."
"31.29.128.0","31.29.255.255","RU","MTS PJSC"
"31.31.64.0","31.31.71.255","RU","Flex Ltd."
"31.31.192.0","31.31.207.255","RU","Domain names registrar REG.RU, Ltd"
"31.40.8.0","31.40.15.255","RU","Net By Net Holding LLC"
"31.40.32.0","31.40.63.255","RU","Gorset LLC"
"31.40.64.0","31.40.95.255","RU","Intexcom OOO"
"31.40.96.0","31.40.103.255","RU","OOO UJK Druzhba"
"31.40.112.0","31.40.127.255","RU","MTS PJSC"
"31.40.128.0","31.40.128.69","RU","Orange-Net.ru"
